Age,Gender,Country,Education Level,Role,Programming Experience,ML Experience,Company Size,Company Data Scientists,Yearly Compensation,Spent Money (5years),Primary Tool,# of Languages,# of Visual tools,# of ML frameworks,# of ML algorithms
25-29,Man,India,Master’s degree,Currently not employed,< 1 years,I do not use machine learning methods,,,,,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",2,2,0,0
18-21,Man,India,Bachelor’s degree,Student,3-5 years,,,,,,,3,0,0,0
30-34,Man,Romania,Bachelor’s degree,Data Engineer,5-10 years,2-3 years,"1000-9,999 employees",20+,"60,000-69,999",$0 ($USD),Other,5,3,4,5
35-39,Man,Indonesia,Bachelor’s degree,Business Analyst,< 1 years,Under 1 year,0-49 employees,3-4,"1,000-1,999","$1000-$9,999","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1,1,1,1
45-49,Man,Japan,Bachelor’s degree,Software Engineer,20+ years,Under 1 year,"10,000 or more employees",20+,"90,000-99,999",$0 ($USD),"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",2,1,5,3
35-39,Man,France,Doctoral degree,Research Scientist,10-20 years,10-20 years,"1000-9,999 employees",20+,"60,000-69,999","$100,000 or more ($USD)",Other,3,1,4,2
22-24,Woman,Egypt,Bachelor’s degree,Student,3-5 years,Under 1 year,,,,,Other,3,1,2,3
40-44,Man,Australia,Master’s degree,Product/Project Manager,5-10 years,I do not use machine learning methods,"1000-9,999 employees",1-2,"125,000-149,999","$100,000 or more ($USD)","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1,1,0,0
35-39,Man,Ukraine,Master’s degree,Data Analyst,1-2 years,1-2 years,"1000-9,999 employees",0,"10,000-14,999",$1-$99,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1,1,5,3
45-49,Man,South Korea,Professional degree,Research Scientist,20+ years,3-4 years,50-249 employees,0,"50,000-59,999",$100-$999,"Local development environments (RStudio, JupyterLab, etc.)",5,1,1,6
40-44,Man,Morocco,Doctoral degree,Research Scientist,10-20 years,5-10 years,50-249 employees,0,"10,000-14,999","$1000-$9,999","Local development environments (RStudio, JupyterLab, etc.)",1,1,5,7
45-49,Woman,United States of America,Doctoral degree,Research Scientist,3-5 years,I do not use machine learning methods,"10,000 or more employees",,,,,2,1,0,0
22-24,Man,Tunisia,Doctoral degree,Other,3-5 years,2-3 years,0-49 employees,0,"3,000-3,999",$100-$999,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3,2,3,1
22-24,Man,Pakistan,Bachelor’s degree,Machine Learning Engineer,3-5 years,Under 1 year,50-249 employees,15-19,"4,000-4,999","$1000-$9,999","Local development environments (RStudio, JupyterLab, etc.)",2,1,3,4
18-21,Man,India,Bachelor’s degree,Data Scientist,1-2 years,Under 1 year,0-49 employees,1-2,,,,3,3,3,2
22-24,Man,Sri Lanka,Bachelor’s degree,Machine Learning Engineer,1-2 years,Under 1 year,0-49 employees,1-2,$0-999,$0 ($USD),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3,1,1,1
40-44,Man,India,Doctoral degree,Data Scientist,10-20 years,5-10 years,0-49 employees,3-4,"40,000-49,999","$10,000-$99,999","Local development environments (RStudio, JupyterLab, etc.)",6,5,8,7
30-34,Man,Spain,Master’s degree,Data Scientist,3-5 years,1-2 years,0-49 employees,1-2,"40,000-49,999","$1000-$9,999","Local development environments (RStudio, JupyterLab, etc.)",4,3,4,4
35-39,Man,South Africa,Doctoral degree,Software Engineer,10-20 years,3-4 years,"1000-9,999 employees",5-9,"100,000-124,999",$100-$999,,4,2,3,1
25-29,Man,France,Master’s degree,Data Scientist,5-10 years,3-4 years,0-49 employees,5-9,"40,000-49,999","$10,000-$99,999",Other,1,2,2,3
25-29,Man,France,Doctoral degree,Machine Learning Engineer,5-10 years,5-10 years,0-49 employees,10-14,"60,000-69,999","$10,000-$99,999",Other,3,1,2,3
25-29,Man,India,Professional degree,,,,,,,,,0,0,0,0
50-54,Man,Germany,Doctoral degree,Statistician,20+ years,2-3 years,0-49 employees,3-4,,,,7,3,3,3
25-29,Man,Switzerland,Bachelor’s degree,Software Engineer,3-5 years,1-2 years,0-49 employees,1-2,,,,4,4,1,2
18-21,Man,India,Master’s degree,Student,I have never written code,,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",0,0,0,0
18-21,Man,India,Master’s degree,Currently not employed,3-5 years,1-2 years,,,,,"Local development environments (RStudio, JupyterLab, etc.)",1,2,4,6
18-21,Man,India,Master’s degree,Student,< 1 years,Under 1 year,,,,,"Local development environments (RStudio, JupyterLab, etc.)",2,2,2,1
30-34,Prefer not to say,Germany,Doctoral degree,Research Scientist,5-10 years,Under 1 year,250-999 employees,1-2,"80,000-89,999",$0 ($USD),"Local development environments (RStudio, JupyterLab, etc.)",2,1,1,2
22-24,Woman,Egypt,Bachelor’s degree,Data Analyst,< 1 years,Under 1 year,0-49 employees,1-2,$0-999,$0 ($USD),,1,1,1,3
50-54,Man,Ukraine,Master’s degree,Software Engineer,5-10 years,Under 1 year,50-249 employees,0,$0-999,$0 ($USD),"Local development environments (RStudio, JupyterLab, etc.)",2,2,3,3
25-29,Man,Japan,Master’s degree,Currently not employed,3-5 years,Under 1 year,,,,,,2,2,2,1
18-21,Man,India,Bachelor’s degree,Student,1-2 years,,,,,,,2,0,0,0
35-39,Man,India,Master’s degree,Other,5-10 years,Under 1 year,0-49 employees,1-2,,,,5,1,4,1
30-34,Man,Other,Master’s degree,Data Scientist,1-2 years,2-3 years,0-49 employees,10-14,"150,000-199,999","$1000-$9,999","Local development environments (RStudio, JupyterLab, etc.)",2,5,6,6
18-21,Prefer to self-describe,India,Bachelor’s degree,Student,1-2 years,I do not use machine learning methods,,,,,,2,1,0,0
22-24,Man,Mexico,Master’s degree,Student,1-2 years,Under 1 year,,,,,,3,4,1,1
25-29,Man,Australia,Master’s degree,Business Analyst,< 1 years,Under 1 year,0-49 employees,0,"1,000-1,999",$0 ($USD),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",2,1,1,5
35-39,Woman,"Iran, Islamic Republic of...",Doctoral degree,Currently not employed,5-10 years,,,,,,,1,0,0,0
40-44,Man,Canada,Professional degree,Data Scientist,5-10 years,1-2 years,0-49 employees,3-4,"80,000-89,999","$1000-$9,999","Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",3,4,9,3
25-29,Man,France,Master’s degree,Software Engineer,5-10 years,1-2 years,50-249 employees,1-2,"2,000-2,999",$0 ($USD),"Local development environments (RStudio, JupyterLab, etc.)",3,4,3,3
25-29,Man,Germany,Master’s degree,Student,1-2 years,Under 1 year,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3,2,3,2
22-24,Man,Sri Lanka,Bachelor’s degree,Currently not employed,3-5 years,1-2 years,,,,,Other,4,3,2,1
25-29,Man,Other,,,,,,,,,,0,0,0,0
18-21,Woman,Germany,,,,,,,,,,0,0,0,0
40-44,Man,Russia,I prefer not to answer,Other,I have never written code,,0-49 employees,0,$0-999,$0 ($USD),,0,0,0,0
30-34,Man,India,Master’s degree,Currently not employed,I have never written code,,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",0,0,0,0
25-29,Man,Nigeria,Bachelor’s degree,Software Engineer,5-10 years,1-2 years,50-249 employees,1-2,"1,000-1,999",$0 ($USD),Other,5,1,1,1
40-44,Man,Other,Doctoral degree,Research Scientist,5-10 years,Under 1 year,0-49 employees,0,$0-999,$100-$999,"Local development environments (RStudio, JupyterLab, etc.)",2,2,3,4
30-34,Man,India,Bachelor’s degree,Software Engineer,10-20 years,,,,,,,1,0,0,0
30-34,Man,Russia,Master’s degree,Machine Learning Engineer,10-20 years,4-5 years,50-249 employees,5-9,"30,000-39,999",$100-$999,"Advanced statistical software (SPSS, SAS, etc.)",1,1,2,5
22-24,Man,India,Doctoral degree,Research Scientist,3-5 years,1-2 years,,,,,,3,1,0,0
25-29,Man,India,Master’s degree,Machine Learning Engineer,3-5 years,1-2 years,50-249 employees,3-4,"4,000-4,999",$100-$999,"Local development environments (RStudio, JupyterLab, etc.)",4,2,4,3
50-54,Man,United States of America,Master’s degree,Other,20+ years,1-2 years,50-249 employees,3-4,"40,000-49,999",$0 ($USD),"Local development environments (RStudio, JupyterLab, etc.)",3,1,1,1
18-21,Man,Pakistan,Bachelor’s degree,Software Engineer,1-2 years,Under 1 year,0-49 employees,,,,,4,2,1,1
35-39,Man,Netherlands,Master’s degree,Research Scientist,3-5 years,3-4 years,"1000-9,999 employees",15-19,"100,000-124,999","$1000-$9,999","Local development environments (RStudio, JupyterLab, etc.)",4,4,4,2
40-44,Man,Other,Bachelor’s degree,Software Engineer,< 1 years,I do not use machine learning methods,0-49 employees,0,$0-999,"$1000-$9,999","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1,1,0,0
22-24,Woman,India,Master’s degree,Data Analyst,1-2 years,Under 1 year,0-49 employees,0,$0-999,$1-$99,"Local development environments (RStudio, JupyterLab, etc.)",1,2,2,3
40-44,Man,India,Professional degree,Data Engineer,10-20 years,1-2 years,"10,000 or more employees",20+,"20,000-24,999","$1000-$9,999",Other,2,2,2,2
22-24,Man,India,Master’s degree,Student,1-2 years,1-2 years,,,,,,2,2,5,6
25-29,Man,India,Master’s degree,Business Analyst,< 1 years,Under 1 year,0-49 employees,1-2,$0-999,$1-$99,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",2,4,3,3
30-34,Man,United States of America,Doctoral degree,Research Scientist,3-5 years,2-3 years,"1000-9,999 employees",20+,,,,3,3,3,7
18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-2 years,Under 1 year,,,,,"Local development environments (RStudio, JupyterLab, etc.)",3,2,3,3
25-29,Man,United Arab Emirates,Master’s degree,Data Scientist,3-5 years,2-3 years,0-49 employees,1-2,$0-999,$1-$99,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",2,1,3,1
35-39,Man,Canada,Master’s degree,Data Analyst,< 1 years,Under 1 year,0-49 employees,0,"5,000-7,499",$0 ($USD),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",2,1,1,2
25-29,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Machine Learning Engineer,< 1 years,2-3 years,250-999 employees,3-4,"20,000-24,999",$1-$99,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",3,3,4,2
35-39,Man,Other,Doctoral degree,Machine Learning Engineer,3-5 years,4-5 years,250-999 employees,3-4,"30,000-39,999","$1000-$9,999","Local development environments (RStudio, JupyterLab, etc.)",4,2,4,5
40-44,Man,Brazil,Bachelor’s degree,Other,10-20 years,Under 1 year,0-49 employees,0,"7,500-9,999","$1000-$9,999","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",2,1,1,1
25-29,Man,United States of America,Master’s degree,Research Scientist,3-5 years,Under 1 year,50-249 employees,3-4,"70,000-79,999","$1000-$9,999","Local development environments (RStudio, JupyterLab, etc.)",2,1,1,2
30-34,Man,Israel,Master’s degree,Data Scientist,5-10 years,4-5 years,0-49 employees,3-4,"100,000-124,999","$10,000-$99,999","Local development environments (RStudio, JupyterLab, etc.)",7,3,7,4
18-21,Woman,Egypt,Master’s degree,Machine Learning Engineer,3-5 years,,,,,,,5,1,0,0
30-34,Man,South Africa,Bachelor’s degree,Data Scientist,10-20 years,5-10 years,"1000-9,999 employees",10-14,"100,000-124,999","$1000-$9,999","Local development environments (RStudio, JupyterLab, etc.)",4,4,5,4
18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-2 years,Under 1 year,,,,,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",1,2,3,4
25-29,Man,Japan,I prefer not to answer,Machine Learning Engineer,3-5 years,Under 1 year,250-999 employees,5-9,"40,000-49,999",$100-$999,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",3,1,1,1
22-24,Man,India,Master’s degree,Student,3-5 years,Under 1 year,,,,,"Local development environments (RStudio, JupyterLab, etc.)",3,1,2,1
45-49,Man,United States of America,Bachelor’s degree,Other,20+ years,1-2 years,0-49 employees,1-2,"250,000-299,999","$1000-$9,999","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",5,4,2,2
30-34,Man,India,Master’s degree,Data Scientist,10-20 years,2-3 years,"10,000 or more employees",10-14,"15,000-19,999","$1000-$9,999","Local development environments (RStudio, JupyterLab, etc.)",3,4,5,6
18-21,Man,India,Bachelor’s degree,Student,5-10 years,Under 1 year,,,,,"Local development environments (RStudio, JupyterLab, etc.)",3,3,1,3
35-39,Man,India,Master’s degree,Data Scientist,5-10 years,4-5 years,"10,000 or more employees",20+,"40,000-49,999",$100-$999,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",2,5,5,4
22-24,Man,Morocco,Doctoral degree,Research Scientist,1-2 years,2-3 years,0-49 employees,1-2,,,,3,1,4,5
35-39,Man,Japan,Bachelor’s degree,Product/Project Manager,1-2 years,Under 1 year,50-249 employees,0,$0-999,$0 ($USD),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",2,1,4,1
50-54,Man,Italy,Master’s degree,Data Analyst,20+ years,I do not use machine learning methods,250-999 employees,0,"40,000-49,999",$0 ($USD),"Local development environments (RStudio, JupyterLab, etc.)",4,2,0,0
25-29,Man,Brazil,Some college/university study without earning a bachelor’s degree,Student,1-2 years,1-2 years,,,,,,1,3,5,4
45-49,Man,Other,Professional degree,Data Scientist,5-10 years,Under 1 year,50-249 employees,1-2,"30,000-39,999",$0 ($USD),"Local development environments (RStudio, JupyterLab, etc.)",2,3,1,2
30-34,Man,Mexico,Master’s degree,Data Analyst,3-5 years,I do not use machine learning methods,"10,000 or more employees",5-9,"20,000-24,999","$10,000-$99,999",,4,1,0,0
25-29,Man,Brazil,Master’s degree,Data Scientist,1-2 years,1-2 years,250-999 employees,0,"7,500-9,999",$100-$999,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3,3,1,3
25-29,Man,India,Bachelor’s degree,Currently not employed,< 1 years,I do not use machine learning methods,,,,,"Local development environments (RStudio, JupyterLab, etc.)",3,2,0,0
22-24,Man,India,Master’s degree,Student,3-5 years,,,,,,,1,0,0,0
45-49,Man,South Africa,Master’s degree,Currently not employed,3-5 years,I do not use machine learning methods,,,,,Other,2,1,0,0
25-29,Man,Indonesia,Bachelor’s degree,Other,1-2 years,I do not use machine learning methods,50-249 employees,0,$0-999,$0 ($USD),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3,1,0,0
35-39,Man,Germany,Bachelor’s degree,Other,< 1 years,Under 1 year,0-49 employees,0,"40,000-49,999",$100-$999,"Local development environments (RStudio, JupyterLab, etc.)",2,1,1,2
25-29,Man,United States of America,Bachelor’s degree,Currently not employed,< 1 years,I do not use machine learning methods,,,,,Other,1,2,0,0
22-24,Man,Egypt,Bachelor’s degree,Software Engineer,3-5 years,1-2 years,250-999 employees,3-4,"1,000-1,999","$10,000-$99,999","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1,2,3,3
40-44,Woman,India,Master’s degree,Other,10-20 years,1-2 years,0-49 employees,10-14,$0-999,$0 ($USD),"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",3,1,1,2
25-29,Man,United States of America,Bachelor’s degree,Software Engineer,1-2 years,Under 1 year,50-249 employees,3-4,"15,000-19,999",$0 ($USD),,2,2,2,1
25-29,Man,South Korea,Bachelor’s degree,Student,3-5 years,1-2 years,,,,,,2,1,1,1
22-24,Woman,Taiwan,Master’s degree,Currently not employed,1-2 years,I do not use machine learning methods,,,,,"Local development environments (RStudio, JupyterLab, etc.)",1,1,0,0
22-24,Woman,India,Bachelor’s degree,Software Engineer,3-5 years,Under 1 year,"10,000 or more employees",20+,"7,500-9,999",$0 ($USD),"Local development environments (RStudio, JupyterLab, etc.)",2,2,2,3
35-39,Man,United States of America,Master’s degree,Business Analyst,5-10 years,5-10 years,250-999 employees,1-2,"150,000-199,999",$0 ($USD),"Local development environments (RStudio, JupyterLab, etc.)",1,3,2,3
25-29,Man,India,Doctoral degree,Data Analyst,< 1 years,Under 1 year,250-999 employees,20+,"4,000-4,999",$0 ($USD),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1,1,2,6
22-24,Woman,India,Master’s degree,Machine Learning Engineer,5-10 years,1-2 years,0-49 employees,3-4,$0-999,$0 ($USD),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3,3,4,7
25-29,Man,United States of America,Master’s degree,Student,3-5 years,,,,,,,5,0,0,0
30-34,Man,Singapore,Bachelor’s degree,Software Engineer,5-10 years,Under 1 year,"1000-9,999 employees",3-4,"50,000-59,999",$1-$99,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",2,2,3,2
35-39,Man,Brazil,Master’s degree,Data Scientist,10-20 years,5-10 years,"1000-9,999 employees",10-14,"7,500-9,999","$1000-$9,999","Local development environments (RStudio, JupyterLab, etc.)",6,2,4,4
18-21,Man,India,Bachelor’s degree,Student,1-2 years,,,,,,,1,0,0,0
18-21,Woman,India,Master’s degree,Student,3-5 years,,,,,,,3,0,0,0
25-29,Man,Indonesia,Bachelor’s degree,Research Scientist,3-5 years,Under 1 year,0-49 employees,0,$0-999,$0 ($USD),"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",2,2,3,3
35-39,Man,India,Master’s degree,Other,< 1 years,Under 1 year,"1000-9,999 employees",20+,"2,000-2,999",,,1,1,1,2
35-39,Man,Australia,Master’s degree,Data Scientist,20+ years,Under 1 year,0-49 employees,5-9,"125,000-149,999","$10,000-$99,999","Local development environments (RStudio, JupyterLab, etc.)",5,5,5,5
40-44,Woman,United States of America,Doctoral degree,Other,10-20 years,Under 1 year,250-999 employees,15-19,"100,000-124,999",$0 ($USD),"Local development environments (RStudio, JupyterLab, etc.)",2,3,2,2
25-29,Man,Brazil,Bachelor’s degree,Student,3-5 years,Under 1 year,,,,,"Local development environments (RStudio, JupyterLab, etc.)",6,2,1,1
40-44,Man,India,Bachelor’s degree,Currently not employed,< 1 years,Under 1 year,,,,,"Local development environments (RStudio, JupyterLab, etc.)",1,1,1,3
40-44,Man,United States of America,Doctoral degree,Research Scientist,5-10 years,5-10 years,"1000-9,999 employees",20+,"150,000-199,999",$0 ($USD),,2,1,1,2
18-21,Man,Turkey,Bachelor’s degree,Machine Learning Engineer,20+ years,I do not use machine learning methods,0-49 employees,0,$0-999,,,2,1,0,0
35-39,Man,Colombia,Master’s degree,Data Analyst,< 1 years,I do not use machine learning methods,50-249 employees,10-14,"7,500-9,999","$10,000-$99,999","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",2,1,0,0
